3.074843311594883666e-01,-2.852440784946047025e-01,-2.103724442915359538e-01,1.763607358578054117e-16,9.377799233558290722e-17,1.110223024625156540e-16,-2.189204259251284132e-02,4.405830101778899222e-01,4.405830101778899222e-01,6.251697028553676594e-01,1.701293172877401186e-02
3.243713217990967790e-01,-2.263159773054866652e-01,2.757859129073896021e-02,2.984171210632485711e-16,2.936030863817757158e-17,2.775557561562891351e-17,8.867526648004861456e-02,2.685349080398169441e-01,2.685349080398169441e-01,-6.432313546707361107e-01,5.262811730664740395e-01
3.074843311594882000e-01,-2.852440784946049246e-01,-2.103724442915363702e-01,-1.333911922184139220e-16,-3.859940793807202196e-17,-8.164965809277260345e-01,-2.189204259251300438e-02,-2.139947304025840991e-01,-2.139947304025840991e-01,-4.758206228410510885e-02,-1.372412705095431562e-01
3.074843311594889772e-01,-2.852440784946034258e-01,-2.103724442915362591e-01,7.071067811865474617e-01,-9.541229022691210524e-17,4.082482904638631283e-01,-2.189204259251253948e-02,-2.139947304025843211e-01,-2.139947304025843211e-01,-4.758206228410521987e-02,-1.372412705095432672e-01
3.074843311594874784e-01,-2.852440784946057017e-01,-2.103724442915357318e-01,-7.071067811865474617e-01,1.561001223560337624e-17,4.082482904638632948e-01,-2.189204259251364276e-02,-2.139947304025840991e-01,-2.139947304025840991e-01,-4.758206228410527538e-02,-1.372412705095431007e-01
2.856503721131366524e-01,6.048736913072991217e-02,4.318998335793431398e-01,9.581435185884782965e-17,2.397439905533922402e-17,-1.249000902703301108e-16,-6.154699444851906565e-01,-1.908322488304447506e-01,-1.908322488304447506e-01,2.675412550366739195e-01,4.527606506122551222e-01
3.750322937179216831e-01,-4.953167373813233132e-02,7.414316980375641464e-01,-2.714174825752267525e-16,-1.209543747842333283e-17,-1.110223024625156540e-16,4.203771936977344081e-01,2.828239740526834051e-02,2.828239740526834051e-02,2.703721114934723446e-02,-3.579506185727460710e-01
2.559419279231169853e-01,3.463779628044679204e-01,-8.520458258474755686e-02,-6.690666811660169307e-16,-3.056419951479999406e-17,1.040834085586084257e-17,-3.327404797515373103e-01,6.431241866228336601e-01,-3.568758133771662289e-01,-2.006559412775052453e-01,-3.395704879591915359e-01
2.559419279231169853e-01,3.463779628044679204e-01,-8.520458258474755686e-02,-6.690666811660169307e-16,-3.056419951479999406e-17,1.040834085586084257e-17,-3.327404797515373103e-01,-3.568758133771662289e-01,6.431241866228336601e-01,-2.006559412775052453e-01,-3.395704879591915359e-01
2.857786666304997225e-01,4.343137382069058861e-01,-1.889908584376823741e-01,-1.332267629550187849e-15,7.071067811865475727e-01,9.714451465470119729e-17,3.265478217067517841e-01,-9.541612441522265287e-02,-9.541612441522265287e-02,1.337706275183367377e-01,2.263803253061275333e-01
2.857786666304996670e-01,4.343137382069058305e-01,-1.889908584376823186e-01,-1.332267629550187849e-15,-7.071067811865474617e-01,9.367506770274758310e-17,3.265478217067518396e-01,-9.541612441522254184e-02,-9.541612441522254184e-02,1.337706275183368487e-01,2.263803253061276721e-01
